"query","variants","reason","source_files","source_locations","trends_signal"
"la parse","la parse","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816 (3).csv","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#31 | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#18","rising | top"
"lazada scraper","lazada scraper","Programmatic scraping or parser intent not served by the product","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816.csv | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816.csv","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816.csv#4 | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816.csv#48","rising:Breakout | top:Breakout"
"le chat","le chat","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv#43","rising"
"le chat ai","le chat ai","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv#47","rising"
"le chat mistral ai","le chat mistral ai","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv#42","rising"
"libreoffice","libreoffice","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (2).csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (2).csv","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (2).csv#6 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (2).csv#11","rising"
"lidl near me","lidl near me","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv | searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#6 | searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv#17 | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv#11 | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv#4 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#7 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv#7 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv#6 | searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#8","rising:Breakout"
"linkedin","linkedin","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (2).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808.csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (4).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (1).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv#34 | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv#37 | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv#50 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (2).csv#39 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv#48 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808.csv#8 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv#13 | searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv#14 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#8 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (4).csv#28 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (1).csv#17 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#12","rising | top"
"logo presentation","logo presentation","Generic presentation or unsupported presentation-file intent","searched_with_top-searches_Worldwide_20250802-1817_20260802-1817 (1).csv","searched_with_top-searches_Worldwide_20250802-1817_20260802-1817 (1).csv#51","top"
"love pdf","love pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv","searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv#39 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv#3","rising | top"
"love pdf to word","love pdf to word","Unsupported reverse or unrelated file conversion","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#35","top"
"love to pdf","love to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#28 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#23","rising | top"
"machine learning algorithms","machine learning algorithms","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv#44 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#46","rising"
"machine learning models","machine learning models","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#31","rising:Breakout"
"main page","main page","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv#42 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv#32","rising | top"
"manus ai","manus ai","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv#19","rising"
"markdown to pdf","markdown to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv#21","rising"
"markets news today","markets news today","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815 (1).csv | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815.csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815 (1).csv | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815.csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv#15 | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv#10 | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv#14 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#8 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv#6 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#13 | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815 (1).csv#19 | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815.csv#11 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#50 | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815 (1).csv#35 | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815.csv#20","rising:Breakout | top:Breakout"
"md to pdf","md to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv#15","rising"
"meaning of parse","meaning of parse","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816 (3).csv","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#39 | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#34","rising | top"
"merge pdf","merge pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808.csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#40 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#42 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808.csv#37 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv#35 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#47 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv#40 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv#17","rising | top"
"meta ai","meta ai","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv | searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (2).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812.csv#49 | searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv#16 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (2).csv#49","rising | top"
"meta ai news","meta ai news","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv","searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv#27 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#50 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#29","rising | top"
"microservices architecture","microservices architecture","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (2).csv | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (2).csv#13 | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv#46 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#46 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv#17","rising"
